@800 context (u1)
@1535698696661 s3 (ds8,52)
@1535698696701 s2 (ds8,69)
@1535698696737 s5 (95)
@1535698696766 s1 (ds6,142,142)
@1535698696830 s4 (124)
@1535698696907 s3 (ds6,172)
@1535698696942 s5 (94)
@1535698696997 s2 (ds10,132)
@1535698697050 s1 (ds8,160,160)
@1535698697126 s4 (50)
@1535698697148 s3 (ds1,147)
@1535698697220 s5 (106)
@1535698697235 s2 (ds8,133)
@1535698697283 s1 (ds1,173,173)
@1535698697407 s4 (102)
@1535698697414 s3 (ds6,147)
@1535698697438 s2 (ds6,105)
@1535698697461 s5 (186)
@1535698697501 s1 (ds10,74,74)
@1535698697610 s4 (167)
@1535698697683 s3 (ds3,51)
@1535698697687 s2 (ds10,123)
@1535698697739 s1 (ds10,101,101)
@1535698697751 s5 (58)
@1535698697889 s4 (141)
@1535698697943 s2 (ds2,168)
@1535698697949 s3 (ds6,168)
@1535698697996 s5 (61)
@1535698698010 s1 (ds7,113,113)
@1535698698105 s4 (129)
@1535698698168 s3 (ds5,87)
@1535698698198 s2 (ds2,92)
@1535698698277 s1 (ds7,153,153)
@1535698698295 s5 (134)
@1535698698339 s4 (85)
@1535698698373 s3 (ds2,186)
@1535698698458 s2 (ds1,113)
@1535698698533 s5 (154)
@1535698698541 s4 (177)
@1535698698558 s1 (ds9,106,106)
@1535698698601 s3 (ds1,60)
@1535698698698 s2 (ds6,94)
@1535698698738 s5 (138)
@1535698698788 s4 (168)
@1535698698816 s1 (ds8,124,124)
@1535698698823 s3 (ds9,80)
@1535698698921 s2 (ds2,129)
@1535698698970 s5 (143)
@1535698699035 s4 (132)
@1535698699089 s1 (ds2,188,188)
@1535698699095 s3 (ds9,186)
@1535698699140 s2 (ds6,191)
@1535698699171 s5 (56)
@1535698699235 s4 (121)
@1535698699301 s1 (ds3,59,59)
@1535698699365 s3 (ds10,141)
@1535698699387 s2 (ds3,176)
@1535698699456 s5 (189)
@1535698699516 s4 (100)
@1535698699593 s1 (ds10,101,101)
@1535698699608 s2 (ds3,54)
@1535698699655 s3 (ds2,147)
@1535698699669 s5 (199)
@1535698699724 s4 (155)
@1535698699832 s2 (ds2,144)
@1535698699866 s1 (ds10,125,125)
@1535698699904 s3 (ds8,187)
@1535698699910 s5 (73)
@1535698699985 s4 (157)
@1535698700067 s1 (ds4,133,133)
@1535698700086 s2 (ds7,192)
@1535698700179 s3 (ds2,129)
@1535698700187 s5 (186)
@1535698700273 s4 (151)
@1535698700286 s2 (ds10,87)
@1535698700294 s1 (ds5,104,104)
@1535698700427 s3 (ds5,124)
@1535698700453 s5 (132)
@1535698700506 s4 (61)
@1535698700554 s2 (ds5,190)
@1535698700575 s1 (ds4,124,124)
@1535698700682 s5 (193)
@1535698700721 s3 (ds10,78)
@1535698700741 s4 (144)
@1535698700800 s2 (ds10,150)
@1535698700846 s1 (ds8,50,50)
@1535698700898 s5 (191)
@1535698700925 s3 (ds4,180)
@1535698700947 s4 (197)
@1535698701018 s2 (ds6,124)
@1535698701116 s5 (164)
@1535698701130 s1 (ds10,142,142)
@1535698701175 s3 (ds4,167)
@1535698701207 s4 (117)
@1535698701267 s2 (ds10,62)
@1535698701326 s5 (181)
@1535698701337 s1 (ds4,90,90)
@1535698701383 s3 (ds3,115)
@1535698701482 s4 (94)
@1535698701533 s2 (ds5,74)
@1535698701548 s5 (176)
@1535698701561 s1 (ds3,78,78)
@1535698701657 s3 (ds3,146)
@1535698701689 s4 (180)
@1535698701780 s2 (ds7,163)
@1535698701799 s5 (199)
@1535698701855 s1 (ds8,87,87)
@1535698701938 s3 (ds10,140)
@1535698701983 s4 (131)
@1535698702024 s5 (118)
@1535698702060 s2 (ds3,86)
@1535698702083 s1 (ds9,62,62)
@1535698702145 s3 (ds5,127)
@1535698702214 s4 (159)
@1535698702244 s5 (156)
@1535698702290 s2 (ds7,172)
@1535698702301 s1 (ds10,164,164)
@1535698702415 s3 (ds9,151)
@1535698702458 s5 (51)
@1535698702472 s4 (55)
@1535698702520 s2 (ds6,145)
@1535698702544 s1 (ds3,111,111)
@1535698702687 s3 (ds5,140)
@1535698702707 s5 (111)
@1535698702749 s1 (ds9,94,94)
@1535698702759 s2 (ds8,89)
@1535698702768 s4 (167)
@1535698702905 s3 (ds5,117)
@1535698702960 s5 (108)
@1535698702983 s4 (163)
@1535698702990 s2 (ds5,132)
@1535698703007 s1 (ds3,136,136)
@1535698703185 s3 (ds7,100)
@1535698703237 s4 (94)
@1535698703238 s1 (ds6,143,143)
@1535698703250 s5 (116)
@1535698703280 s2 (ds9,186)
@1535698703428 s3 (ds3,184)
@1535698703451 s4 (61)
@1535698703483 s1 (ds4,51,51)
@1535698703510 s2 (ds4,51)
@1535698703520 s5 (52)
@1535698703632 s3 (ds6,119)
@1535698703684 s1 (ds5,137,137)
@1535698703707 s4 (101)
@1535698703788 s2 (ds2,196)
@1535698703813 s5 (128)
@1535698703925 s4 (88)
@1535698703932 s3 (ds5,65)
@1535698703971 s1 (ds1,104,104)
@1535698704037 s2 (ds4,61)
@1535698704112 s5 (116)
@1535698704143 s4 (89)
@1535698704190 s3 (ds5,146)
@1535698704248 s2 (ds2,138)
@1535698704253 s1 (ds4,81,81)
@1535698704412 s5 (54)
@1535698704412 s4 (86)
@1535698704417 s3 (ds9,102)
@1535698704515 s1 (ds10,132,132)
@1535698704541 s2 (ds5,112)
@1535698704637 s3 (ds7,151)
@1535698704672 s5 (150)
@1535698704708 s4 (175)
@1535698704793 s1 (ds4,113,113)
@1535698704827 s2 (ds5,98)
@1535698704868 s3 (ds8,56)
@1535698704898 s5 (52)
@1535698704963 s4 (183)
@1535698705077 s1 (ds3,158,158)
@1535698705080 s2 (ds2,185)
@1535698705137 s5 (50)
@1535698705139 s3 (ds5,143)
@1535698705201 s4 (75)
@1535698705340 s3 (ds8,75)
@1535698705372 s2 (ds5,170)
@1535698705373 s1 (ds2,-1,160)
@1535698705392 s5 (141)
@1535698705499 s4 (112)
@1535698705620 s3 (ds10,144)
@1535698705634 s2 (ds6,79)
@1535698705650 s1 (ds2,-1,195)
@1535698705661 s5 (192)
@1535698705712 s4 (92)
@1535698705875 s1 (ds5,186,186)
@1535698705876 s2 (ds6,81)
@1535698705915 s4 (191)
@1535698705918 s5 (78)
@1535698705921 s3 (ds7,55)
@1535698706084 s2 (ds6,164)
@1535698706138 s1 (ds9,57,57)
@1535698706157 s3 (ds10,64)
@1535698706169 s5 (172)
@1535698706189 s4 (62)
@1535698706294 s2 (ds7,178)
@1535698706355 s1 (ds3,112,112)
@1535698706427 s4 (106)
@1535698706433 s3 (ds2,92)
@1535698706443 s5 (170)
@1535698706587 s2 (ds6,111)
@1535698706627 s4 (158)
@1535698706629 s1 (ds2,-1,126)
@1535698706728 s5 (166)
@1535698706729 s3 (ds9,90)
@1535698706835 s1 (ds10,62,62)
@1535698706852 s4 (93)
@1535698706877 s2 (ds8,191)
@1535698706933 s5 (71)
@1535698706968 s3 (ds7,87)
@1535698707046 s1 (ds10,76,76)
@1535698707091 s4 (126)
@1535698707111 s2 (ds5,157)
@1535698707204 s5 (193)
@1535698707245 s3 (ds7,75)
@1535698707263 s1 (ds7,64,64)
@1535698707343 s4 (62)
@1535698707382 s2 (ds8,98)
@1535698707406 s5 (65)
@1535698707503 s3 (ds4,58)
@1535698707522 s1 (ds8,124,124)
@1535698707582 s4 (199)
@1535698707616 s2 (ds8,106)
@1535698707707 s5 (104)
@1535698707749 s1 (ds5,195,195)
@1535698707772 s3 (ds4,153)
@1535698707803 s4 (84)
@1535698707906 s2 (ds8,194)
@1535698707910 s5 (54)
@1535698707992 s1 (ds2,-1,83)
@1535698708003 s3 (ds2,72)
@1535698708008 s4 (76)
@1535698708144 s2 (ds10,196)
@1535698708175 s5 (107)
@1535698708203 s1 (ds10,198,198)
@1535698708255 s3 (ds10,123)
@1535698708260 s4 (123)
@1535698708402 s2 (ds9,157)
@1535698708408 s1 (ds2,-1,132)
@1535698708413 s5 (182)
@1535698708490 s3 (ds6,149)
@1535698708503 s4 (102)
@1535698708629 s1 (ds9,165,165)
@1535698708666 s2 (ds5,91)
@1535698708684 s5 (65)
@1535698708714 s3 (ds9,95)
@1535698708717 s4 (148)
@1535698708884 s5 (145)
@1535698708905 s1 (ds2,121,121)
@1535698708918 s4 (155)
@1535698708928 s3 (ds1,185)
@1535698708932 s2 (ds10,112)
@1535698709134 s5 (151)
@1535698709171 s4 (114)
@1535698709194 s1 (ds7,178,178)
@1535698709197 s3 (ds6,88)
@1535698709213 s2 (ds3,77)
@1535698709392 s4 (86)
@1535698709411 s5 (156)
@1535698709419 s2 (ds9,160)
@1535698709464 s1 (ds2,53,53)
@1535698709478 s3 (ds5,166)
@1535698709637 s4 (122)
@1535698709662 s5 (181)
@1535698709698 s2 (ds4,180)
@1535698709704 s1 (ds2,149,149)
@1535698709723 s3 (ds4,129)
@1535698709905 s5 (64)
@1535698709925 s2 (ds5,138)
@1535698709926 s4 (77)
@1535698709938 s3 (ds2,198)
@1535698709971 s1 (ds8,161,161)
@1535698710165 s5 (115)
@1535698710173 s4 (128)
@1535698710176 s2 (ds10,149)
@1535698710190 s1 (ds5,176,176)
@1535698710200 s3 (ds4,158)
@1535698710374 s5 (132)
@1535698710426 s1 (ds10,157,157)
@1535698710450 s4 (71)
@1535698710454 s2 (ds10,138)
@1535698710471 s3 (ds8,174)
@1535698710605 s5 (169)
@1535698710667 s2 (ds6,117)
@1535698710673 s3 (ds1,149)
@1535698710709 s1 (ds7,67,67)
@1535698710749 s4 (57)
@1535698710886 s3 (ds7,72)
@1535698710887 s5 (124)
@1535698710915 s2 (ds5,136)
@1535698710949 s1 (ds1,-1,149)
@1535698711033 s4 (141)
@1535698711090 s5 (111)
@1535698711133 s2 (ds6,113)
@1535698711165 s3 (ds4,137)
@1535698711192 s1 (ds9,149,149)
@1535698711317 s4 (178)
@1535698711371 s5 (92)
@1535698711380 s2 (ds5,85)
@1535698711418 s1 (ds4,93,93)
@1535698711429 s3 (ds1,198)
@1535698711565 s4 (112)
@1535698711632 s5 (61)
@1535698711632 s1 (ds10,88,88)
@1535698711658 s2 (ds9,62)
@1535698711696 s3 (ds5,104)
@1535698711778 s4 (186)
@1535698711896 s3 (ds6,70)
@1535698711917 s5 (82)
@1535698711929 s2 (ds6,184)
@1535698711933 s1 (ds3,115,115)
@1535698712045 s4 (182)
@1535698712159 s5 (81)
@1535698712167 s3 (ds7,78)
@1535698712189 s2 (ds4,69)
@1535698712201 s1 (ds4,126,126)
@1535698712251 s4 (114)
@1535698712420 s5 (161)
@1535698712458 s3 (ds3,76)
@1535698712477 s1 (ds8,195,195)
@1535698712486 s2 (ds4,177)
@1535698712549 s4 (144)
@1535698712643 s5 (198)
@1535698712748 s3 (ds2,85)
@1535698712749 s4 (65)
@1535698712752 s1 (ds9,122,122)
@1535698712774 s2 (ds4,116)
@1535698712883 s5 (94)
@1535698712959 s1 (ds8,116,116)
@1535698712966 s3 (ds4,68)
@1535698712977 s4 (156)
@1535698713015 s2 (ds8,194)
@1535698713153 s5 (137)
@1535698713199 s3 (ds1,190)
@1535698713215 s4 (159)
@1535698713235 s1 (ds3,52,52)
@1535698713268 s2 (ds1,185)
@1535698713434 s3 (ds1,193)
@1535698713452 s5 (58)
@1535698713459 s1 (ds5,70,70)
@1535698713500 s4 (145)
@1535698713549 s2 (ds2,64)
@1535698713651 s3 (ds2,128)
@1535698713707 s5 (92)
@1535698713707 s4 (142)
@1535698713739 s1 (ds7,96,96)
@1535698713767 s2 (ds3,102)
@1535698713920 s5 (180)
@1535698713927 s3 (ds5,152)
@1535698713928 s4 (153)
@1535698713972 s2 (ds7,182)
@1535698714017 s1 (ds10,98,98)
@1535698714152 s3 (ds6,87)
@1535698714202 s5 (132)
@1535698714204 s2 (ds1,148)
@1535698714207 s4 (55)
@1535698714225 s1 (ds5,143,143)
@1535698714391 s3 (ds5,81)
@1535698714456 s2 (ds1,189)
@1535698714464 s5 (77)
@1535698714464 s4 (190)
@1535698714524 s1 (ds1,-1,123)
@1535698714596 s3 (ds2,158)
@1535698714670 s4 (115)
@1535698714740 s2 (ds2,194)
@1535698714749 s1 (ds8,108,108)
@1535698714754 s5 (137)
@1535698714844 s3 (ds4,119)
@1535698714871 s4 (109)
@1535698714948 s2 (ds6,63)
@1535698715024 s5 (138)
@1535698715045 s1 (ds1,159,159)
@1535698715099 s3 (ds3,157)
@1535698715127 s4 (141)
@1535698715200 s2 (ds4,93)
@1535698715234 s5 (157)
@1535698715317 s1 (ds6,192,192)
@1535698715344 s3 (ds3,50)
@1535698715363 s4 (65)
@1535698715433 s2 (ds5,121)
@1535698715493 s5 (60)
@1535698715525 s1 (ds4,54,54)
@1535698715578 s3 (ds1,149)
@1535698715603 s4 (138)
@1535698715677 s2 (ds5,127)
@1535698715732 s5 (157)
@1535698715739 s1 (ds1,100,100)
@1535698715808 s3 (ds1,180)
@1535698715858 s4 (122)
@1535698715964 s2 (ds7,53)
@1535698715981 s1 (ds10,86,86)
@1535698716008 s5 (88)
@1535698716051 s3 (ds7,108)
@1535698716083 s4 (114)
@1535698716169 s2 (ds6,183)
@1535698716190 s1 (ds6,199,199)
@1535698716269 s5 (90)
@1535698716295 s4 (139)
@1535698716302 s3 (ds2,62)
@1535698716458 s1 (ds4,177,177)
@1535698716466 s2 (ds9,188)
@1535698716510 s5 (107)
@1535698716559 s3 (ds10,161)
@1535698716589 s4 (101)
@1535698716679 s1 (ds1,192,192)
@1535698716740 s5 (178)
@1535698716751 s2 (ds3,141)
@1535698716823 s3 (ds5,56)
@1535698716873 s4 (109)
@1535698716897 s1 (ds2,-1,139)
@1535698716998 s5 (93)
@1535698717023 s2 (ds3,165)
@1535698717091 s4 (92)
@1535698717119 s3 (ds1,146)
@1535698717124 s1 (ds6,142,142)
@1535698717211 s5 (173)
@1535698717250 s2 (ds6,119)
@1535698717320 s4 (180)
@1535698717340 s3 (ds5,185)
@1535698717389 s1 (ds2,165,165)
@1535698717432 s5 (82)
@1535698717463 s2 (ds2,62)
@1535698717576 s4 (101)
@1535698717576 s3 (ds5,72)
@1535698717633 s1 (ds1,138,138)
@1535698717684 s5 (68)
@1535698717693 s2 (ds2,93)
@1535698717811 s4 (141)
@1535698717822 s3 (ds10,60)
@1535698717913 s5 (197)
@1535698717919 s2 (ds2,192)
@1535698717931 s1 (ds6,185,185)
@1535698718058 s4 (181)
@1535698718087 s3 (ds4,50)
@1535698718138 s2 (ds3,53)
@1535698718142 s1 (ds1,197,197)
@1535698718193 s5 (66)
@1535698718264 s4 (96)
@1535698718295 s3 (ds5,72)
@1535698718350 s2 (ds6,170)
@1535698718374 s1 (ds8,186,186)
@1535698718478 s5 (196)
@1535698718531 s3 (ds6,135)
@1535698718564 s4 (149)
@1535698718579 s2 (ds1,179)
@1535698718608 s1 (ds1,-1,130)
@1535698718703 s5 (165)
@1535698718734 s3 (ds6,171)
@1535698718767 s4 (110)
@1535698718847 s2 (ds3,96)
@1535698718869 s1 (ds2,121,121)
@1535698718933 s5 (57)
@1535698718965 s3 (ds9,78)
@1535698718987 s4 (104)
@1535698719063 s2 (ds2,152)
@1535698719084 s1 (ds4,162,162)
@1535698719195 s4 (56)
@1535698719201 s3 (ds4,78)
@1535698719229 s5 (195)
@1535698719273 s2 (ds6,195)
@1535698719376 s1 (ds7,168,168)
@1535698719423 s3 (ds7,150)
@1535698719444 s4 (97)
@1535698719514 s2 (ds8,56)
@1535698719516 s5 (75)
@1535698719638 s1 (ds7,143,143)
@1535698719683 s3 (ds4,161)
@1535698719718 s2 (ds5,182)
@1535698719723 s4 (132)
@1535698719795 s5 (182)
@1535698719883 s1 (ds8,109,109)
@1535698719927 s3 (ds8,195)
@1535698719996 s5 (75)
@1535698719996 s2 (ds1,138)
@1535698720023 s4 (174)
@1535698720157 s1 (ds5,125,125)
@1535698720164 s3 (ds7,148)
@1535698720240 s4 (100)
@1535698720255 s2 (ds4,191)
@1535698720256 s5 (133)
@1535698720422 s1 (ds10,84,84)
@1535698720432 s3 (ds1,182)
@1535698720485 s4 (131)
@1535698720540 s5 (90)
@1535698720550 s2 (ds7,88)
@1535698720624 s1 (ds6,118,118)
@1535698720692 s3 (ds8,183)
@1535698720753 s5 (195)
@1535698720766 s4 (170)
@1535698720813 s2 (ds3,155)
@1535698720854 s1 (ds3,89,89)
@1535698720896 s3 (ds3,199)
@1535698721010 s5 (104)
@1535698721015 s4 (85)
@1535698721030 s2 (ds2,173)
@1535698721119 s1 (ds10,157,157)
@1535698721177 s3 (ds8,178)
@1535698721217 s4 (146)
@1535698721241 s2 (ds8,194)
@1535698721251 s5 (87)
@1535698721396 s1 (ds10,182,182)
@1535698721421 s4 (175)
@1535698721447 s2 (ds2,158)
@1535698721473 s3 (ds2,50)
@1535698721479 s5 (158)
@1535698721680 s1 (ds3,146,146)
@1535698721698 s4 (192)
@1535698721712 s5 (195)
@1535698721715 s3 (ds9,182)
@1535698721717 s2 (ds8,187)
@1535698721901 s4 (161)
@1535698721946 s3 (ds7,167)
@1535698721970 s2 (ds6,124)
@1535698721971 s1 (ds6,99,99)
@1535698721988 s5 (164)
@1535698722155 s4 (186)
@1535698722180 s1 (ds2,194,194)
@1535698722225 s3 (ds2,68)
@1535698722239 s2 (ds3,85)
@1535698722286 s5 (100)
@1535698722377 s4 (147)
@1535698722427 s1 (ds7,70,70)
@1535698722456 s3 (ds4,56)
@1535698722489 s5 (111)
@1535698722497 s2 (ds4,170)
@1535698722581 s4 (184)
@1535698722656 s3 (ds10,157)
@1535698722677 s1 (ds4,110,110)
@1535698722726 s5 (107)
@1535698722789 s2 (ds5,105)
@1535698722814 s4 (190)
@1535698722894 s3 (ds4,75)
@1535698722929 s5 (192)
@1535698722935 s1 (ds9,174,174)
@1535698723005 s2 (ds4,185)
@1535698723073 s4 (177)
@1535698723123 s3 (ds9,54)
@1535698723220 s5 (58)
@1535698723222 s2 (ds3,150)
@1535698723228 s1 (ds10,132,132)
@1535698723372 s4 (131)
@1535698723385 s3 (ds2,159)
@1535698723428 s5 (193)
@1535698723455 s1 (ds2,55,55)
@1535698723476 s2 (ds2,191)
@1535698723603 s3 (ds8,105)
@1535698723621 s4 (104)
@1535698723639 s5 (117)
@1535698723717 s1 (ds1,143,143)
@1535698723723 s2 (ds9,98)
@1535698723805 s3 (ds5,55)
@1535698723900 s5 (192)
@1535698723919 s4 (176)
@1535698723931 s2 (ds7,89)
@1535698723933 s1 (ds5,142,142)
@1535698724075 s3 (ds9,110)
@1535698724114 s5 (193)
@1535698724133 s4 (129)
@1535698724212 s1 (ds6,137,137)
@1535698724218 s2 (ds8,166)
@1535698724329 s3 (ds4,181)
@1535698724393 s5 (185)
@1535698724420 s4 (163)
@1535698724465 s1 (ds8,80,80)
@1535698724490 s2 (ds3,163)
@1535698724617 s3 (ds9,85)
@1535698724635 s5 (120)
@1535698724689 s4 (120)
@1535698724720 s1 (ds8,55,55)
@1535698724747 s2 (ds10,135)
@1535698724886 s5 (150)
@1535698724888 s3 (ds2,184)
@1535698724907 s4 (54)
@1535698724928 s1 (ds9,71,71)
@1535698724955 s2 (ds1,123)
@1535698725114 s5 (167)
@1535698725132 s4 (119)
@1535698725158 s1 (ds9,167,167)
@1535698725185 s3 (ds2,64)
@1535698725235 s2 (ds6,181)
@1535698725360 s4 (152)
@1535698725381 s1 (ds9,112,112)
@1535698725383 s5 (157)
@1535698725470 s3 (ds4,64)
@1535698725494 s2 (ds2,127)
@1535698725560 s4 (122)
@1535698725632 s5 (173)
@1535698725648 s1 (ds3,187,187)
@1535698725750 s3 (ds9,150)
@1535698725752 s2 (ds1,158)
@1535698725836 s5 (139)
@1535698725848 s4 (57)
@1535698725851 s1 (ds8,109,109)
@1535698725957 s2 (ds10,52)
@1535698726011 s3 (ds10,93)
@1535698726087 s5 (139)
@1535698726111 s4 (115)
@1535698726131 s1 (ds8,195,195)
@1535698726177 s2 (ds7,128)
@1535698726213 s3 (ds8,160)
@1535698726351 s5 (140)
@1535698726374 s1 (ds8,139,139)
@1535698726400 s4 (90)
@1535698726421 s3 (ds1,139)
@1535698726464 s2 (ds9,137)
@1535698726650 s5 (71)
@1535698726657 s1 (ds10,126,126)
@1535698726667 s3 (ds6,110)
@1535698726682 s4 (92)
@1535698726713 s2 (ds10,142)
@1535698726884 s5 (159)
@1535698726897 s4 (199)
@1535698726930 s3 (ds4,84)
@1535698726952 s1 (ds10,87,87)
@1535698726969 s2 (ds3,149)
@1535698727147 s5 (122)
@1535698727179 s3 (ds1,83)
@1535698727181 s4 (107)
@1535698727216 s1 (ds5,91,91)
@1535698727223 s2 (ds4,187)
@1535698727354 s5 (106)
@1535698727431 s2 (ds8,197)
@1535698727432 s1 (ds4,55,55)
@1535698727468 s4 (129)
@1535698727475 s3 (ds7,85)
@1535698727643 s5 (107)
@1535698727686 s1 (ds5,151,151)
@1535698727690 s4 (186)
@1535698727704 s3 (ds1,194)
@1535698727731 s2 (ds10,109)
@1535698727865 s5 (148)
@1535698727911 s1 (ds1,195,195)
@1535698727933 s3 (ds7,104)
@1535698727935 s4 (81)
@1535698727968 s2 (ds6,198)
@1535698728142 s4 (82)
@1535698728143 s3 (ds1,198)
@1535698728157 s5 (114)
@1535698728211 s1 (ds6,163,163)
@1535698728268 s2 (ds5,103)
@1535698728360 s4 (51)
@1535698728402 s3 (ds8,137)
@1535698728451 s5 (99)
@1535698728458 s1 (ds7,151,151)
@1535698728519 s2 (ds5,166)
@1535698728577 s4 (197)
@1535698728617 s3 (ds5,140)
@1535698728672 s5 (145)
@1535698728706 s1 (ds4,111,111)
@1535698728747 s2 (ds1,197)
@1535698728805 s4 (64)
@1535698728866 s3 (ds5,157)
@1535698728885 s5 (137)
@1535698728964 s2 (ds7,142)
@1535698728979 s1 (ds2,-1,109)
@1535698729087 s4 (150)
@1535698729112 s3 (ds2,183)
@1535698729119 s5 (51)
@1535698729261 s2 (ds3,88)
@1535698729266 s1 (ds5,185,185)
@1535698729310 s4 (138)
@1535698729328 s3 (ds6,147)
@1535698729400 s5 (167)
@1535698729474 s2 (ds10,53)
@1535698729527 s1 (ds4,83,83)
@1535698729546 s3 (ds8,113)
@1535698729571 s4 (108)
@1535698729608 s5 (163)
@1535698729700 s2 (ds5,165)
@1535698729739 s1 (ds10,184,184)
@1535698729765 s3 (ds10,154)
@1535698729804 s4 (180)
@1535698729822 s5 (154)
@1535698729909 s2 (ds6,172)
@1535698729970 s1 (ds10,58,58)
@1535698730000 s3 (ds3,154)
@1535698730061 s5 (50)
@1535698730073 s4 (79)
@1535698730111 s2 (ds2,177)
@1535698730227 s1 (ds9,89,89)
@1535698730266 s3 (ds4,167)
@1535698730321 s5 (52)
@1535698730323 s4 (107)
@1535698730374 s2 (ds7,77)
@1535698730435 s1 (ds2,98,98)
@1535698730499 s3 (ds3,50)
@1535698730579 s5 (181)
@1535698730584 s2 (ds2,152)
@1535698730607 s4 (129)
@1535698730729 s1 (ds10,101,101)
@1535698730772 s3 (ds10,93)
@1535698730816 s2 (ds10,109)
@1535698730848 s5 (182)
@1535698730895 s4 (102)
@1535698730972 s3 (ds7,140)
@1535698730999 s1 (ds10,131,131)
@1535698731083 s5 (130)
@1535698731087 s2 (ds1,174)
@1535698731175 s3 (ds1,59)
@1535698731194 s4 (135)
@1535698731278 s1 (ds9,170,170)
@1535698731346 s5 (151)
@1535698731374 s2 (ds8,166)
@1535698731376 s3 (ds9,55)
@1535698731442 s4 (133)
@1535698731491 s1 (ds3,92,92)
@1535698731562 s5 (55)
@1535698731606 s2 (ds1,198)
@1535698731653 s3 (ds5,178)
@1535698731717 s4 (82)
@1535698731782 s1 (ds8,125,125)
@1535698731808 s5 (147)
@1535698731907 s2 (ds3,152)
@1535698731918 s3 (ds7,90)
@1535698731940 s4 (148)
@1535698732022 s5 (121)
@1535698732030 s1 (ds6,177,177)
@1535698732161 s2 (ds7,187)
@1535698732201 s3 (ds4,192)
@1535698732229 s4 (141)
@1535698732252 s1 (ds7,176,176)
@1535698732294 s5 (64)
@1535698732440 s2 (ds6,176)
@1535698732471 s4 (93)
@1535698732476 s3 (ds9,125)
@1535698732496 s5 (181)
@1535698732496 s1 (ds8,108,108)
@1535698732677 s2 (ds4,174)
@1535698732702 s5 (168)
@1535698732724 s3 (ds7,129)
@1535698732735 s1 (ds1,153,153)
@1535698732771 s4 (168)
@1535698732932 s2 (ds1,143)
@1535698732978 s3 (ds5,97)
@1535698732988 s1 (ds3,170,170)
@1535698732991 s5 (147)
@1535698733021 s4 (170)
@1535698733142 s2 (ds10,74)
@1535698733201 s1 (ds8,153,153)
@1535698733211 s5 (58)
@1535698733267 s3 (ds2,70)
@1535698733319 s4 (161)
@1535698733423 s2 (ds2,74)
@1535698733463 s1 (ds4,146,146)
@1535698733500 s5 (90)
@1535698733512 s3 (ds7,86)
@1535698733544 s4 (146)
@1535698733673 s1 (ds9,64,64)
@1535698733700 s2 (ds6,78)
@1535698733745 s3 (ds5,82)
@1535698733772 s4 (158)
@1535698733790 s5 (197)
@1535698733933 s1 (ds8,176,176)
@1535698733934 s2 (ds5,182)
@1535698733985 s3 (ds3,196)
@1535698733996 s5 (98)
@1535698734031 s4 (155)
@1535698734170 s1 (ds7,53,53)
@1535698734192 s2 (ds5,199)
@1535698734228 s5 (80)
@1535698734285 s3 (ds1,100)
@1535698734316 s4 (177)
@1535698734414 s1 (ds2,180,180)
@1535698734440 s5 (142)
@1535698734453 s2 (ds2,92)
@1535698734519 s3 (ds4,116)
@1535698734574 s4 (125)
@1535698734688 s1 (ds9,106,106)
@1535698734728 s3 (ds9,179)
@1535698734730 s5 (80)
@1535698734747 s2 (ds7,51)
@1535698734859 s4 (52)
@1535698734920 s1 (ds5,192,192)
@1535698734947 s5 (164)
@1535698734984 s3 (ds1,134)
@1535698734998 s2 (ds3,185)
@1535698735070 s4 (76)
@1535698735200 s3 (ds6,117)
@1535698735207 s1 (ds4,166,166)
@1535698735241 s5 (167)
@1535698735280 s4 (190)
@1535698735293 s2 (ds9,61)
@1535698735467 s5 (114)
@1535698735476 s3 (ds1,55)
@1535698735507 s1 (ds9,174,174)
@1535698735546 s4 (198)
@1535698735561 s2 (ds4,109)
@1535698735677 s5 (168)
@1535698735766 s3 (ds8,132)
@1535698735767 s4 (132)
@1535698735785 s2 (ds10,75)
@1535698735788 s1 (ds10,102,102)
@1535698735909 s5 (154)
@1535698735981 s3 (ds7,106)
@1535698735992 s1 (ds1,153,153)
@1535698736064 s2 (ds7,132)
@1535698736065 s4 (103)
@1535698736145 s5 (62)
@1535698736205 s3 (ds9,179)
@1535698736264 s1 (ds9,175,175)
@1535698736299 s2 (ds3,181)
@1535698736343 s4 (134)
@1535698736372 s5 (168)
@1535698736411 s3 (ds3,115)
@1535698736523 s2 (ds4,150)
@1535698736548 s1 (ds7,165,165)
@1535698736590 s4 (114)
@1535698736665 s5 (189)
@1535698736674 s3 (ds5,62)
@1535698736730 s2 (ds6,169)
@1535698736826 s1 (ds8,180,180)
@1535698736853 s4 (191)
@1535698736905 s3 (ds9,199)
@1535698736951 s5 (70)
@1535698737010 s2 (ds4,189)
@1535698737064 s4 (143)
@1535698737102 s1 (ds9,116,116)
@1535698737157 s5 (92)
@1535698737168 s3 (ds2,121)
@1535698737248 s2 (ds8,155)
@1535698737313 s1 (ds3,129,129)
@1535698737315 s4 (81)
@1535698737423 s3 (ds7,147)
@1535698737453 s5 (55)
@1535698737529 s1 (ds2,-1,189)
@1535698737535 s2 (ds4,149)
@1535698737580 s4 (189)
@1535698737662 s5 (67)
@1535698737700 s3 (ds9,61)
@1535698737750 s1 (ds8,57,57)
@1535698737800 s2 (ds3,55)
@1535698737858 s4 (158)
@1535698737928 s5 (159)
